Date,Sales,Net_Income,Capex,OCF,ICF,CPI,Interest_Rate,Regime
2012-09-30,553.5269631287986,68.34727250240267,34.264515124108584,88.51718275918545,34.837097905464745,102.82870143855814,1.5774634053429337,Expansion
2012-10-31,555.1375834150924,67.51204610692761,37.87494405073284,87.69058294390209,38.79957773364561,103.05198387700422,1.4073069528421918,Expansion
2012-11-30,558.9885550673011,63.91672878629489,35.9378333887007,89.54643162215088,35.29089661099513,103.1906950619799,1.49404746439382,Expansion
2012-12-31,560.7483931217134,69.1756806031496,35.82821152076532,86.07941223384536,36.22169690618707,103.3440714722143,1.1758732659930926,Expansion
2013-01-31,552.3718013261694,73.81271414504046,39.54616196273001,94.38943880668636,40.18133376441198,103.42283406290362,1.397561235866571,Expansion
2013-02-28,553.8648106967186,71.84545746822613,37.727827725037024,89.07180573599588,37.192592513476455,103.54561492667736,1.474743184860684,Expansion
2013-03-31,549.2646901294515,72.28450932209178,38.50580091426781,89.67753195749789,38.70340051896021,103.70116105616285,1.375221681803515,Expansion
2013-04-30,554.5668277130372,64.50315661983973,37.20977129686169,82.64812387902789,36.520583478772124,103.79361137729173,1.6632411303931636,Expansion
2013-05-31,558.3154264930629,63.039431898133216,37.220821417504695,84.37223452793549,37.41873220096734,103.96239627820901,1.3569858622039368,Expansion
2013-06-30,555.5560435286741,66.1635775430423,32.01359831799567,83.29108581306143,31.52971248394135,104.08236434371307,1.4559955513303016,Expansion
2013-07-31,554.9190012857355,66.81317980344303,37.098392006365025,94.34771655688417,37.52255795276694,104.2177796562234,1.513074057728609,Expansion
2013-08-31,551.5629763415965,70.56432323487537,35.12434274469434,85.19667942155834,34.55064274075576,104.33769432561193,1.6441273289066116,Expansion
2013-09-30,553.128273900618,59.60553434921488,31.345012609176724,78.48430448424672,33.48728296778859,104.58030823483737,1.356413784882056,Expansion
2013-10-31,559.8293229337426,73.29772002989156,39.71881981230003,90.65933368024652,40.155143481974065,104.72963337360048,1.6163163752154959,Expansion
2013-11-30,556.8521354752887,66.19022466271868,38.02484374387283,94.87209196884108,38.14487507059109,104.82674782715269,1.5010233061019587,Expansion
2013-12-31,561.2768044300753,65.64569225181936,35.95704430981636,86.82502091088881,34.93425174461795,105.01787507275785,1.401849134895205,Expansion
2014-01-31,560.5810374294624,63.22130699049482,35.25019661607596,89.41237422730661,33.58161254219837,105.1068328902593,1.5462103474263271,Expansion
2014-02-28,558.5364516782756,60.40494751393,29.395080355493825,71.49158527570816,30.042276295196565,105.26727607000953,1.519905969557347,Expansion
2014-03-31,559.9752916315998,70.48971733163964,35.87043464614332,92.09201892685519,37.44442140943335,105.31929256381554,1.4399783122841205,Expansion
2014-04-30,556.7572846707254,67.10414602924067,34.525240995187836,92.44193080298129,33.06086611497802,105.40288326137062,1.5069802084990018,Expansion
2014-05-31,555.9091166130928,61.549250394606915,33.26608536922373,82.04295433025946,34.31318367183589,105.56272632316407,1.461468640313824,Expansion
2014-06-30,551.8262654856487,61.03883677002337,38.34054299108193,87.43171902041549,37.88165872821299,105.74964965216384,1.5113517345251248,Expansion
2014-07-31,563.5706069432009,66.2853340360236,35.43000300103114,83.18160333542137,35.391494531530434,105.90821806622334,1.5662130674521046,Expansion
2014-08-31,565.6748159101193,74.55706401037187,40.8600048607125,103.01314865148535,41.74366479819917,106.05243565210392,1.6586016816145353,Expansion
2014-09-30,564.1087159625461,66.65468051005111,41.483873457533484,100.44806925176661,39.907481300549236,106.18738046732446,1.3762184501173151,Expansion
2014-10-31,567.1405785659764,62.04429761544474,34.899987200574515,79.8672662528068,36.28007855472197,106.26345436780609,1.7133033374656268,Expansion
2014-11-30,568.5219344227321,67.23965987438407,32.57553249537272,84.56664474597945,32.97133602881013,106.37746215738636,1.3047912200477498,Expansion
2014-12-31,569.35360239434,67.2315380083301,39.368798320980005,95.95184487103631,39.629472086803915,106.50443021883837,1.4848214904964416,Expansion
2015-01-31,574.3230078389016,58.13121436890191,33.94284858962363,87.60864724328619,33.271225221685576,106.70728633014932,1.5588317206484577,Expansion
2015-02-28,580.0269559318989,69.38605524575662,34.44844989115191,86.24889508283701,35.621178910411274,106.87446724462774,1.5280991867735032,Expansion
2015-03-31,579.3435261977303,68.59748502289291,35.517745957315974,86.07636412031776,35.14713162522987,106.9363152368596,1.4377300480179407,Expansion
2015-04-30,578.3813328952721,72.19058540668631,37.74334852270599,90.49987775352326,34.894805902075916,107.10251943532934,1.4791877749642726,Expansion
2015-05-31,578.9407014665243,76.8687085557643,37.81833359656766,88.80200548955864,36.078619817789566,107.23326532130852,1.4506999065341166,Expansion
2015-06-30,569.373018692854,72.83102236133351,34.20276239016506,87.31911068242832,33.08309249553892,107.34941922129322,1.441063524305579,Expansion
2015-07-31,563.7067714746402,66.5692578147375,29.628402334248225,80.54441321422509,30.789229121626743,107.53000303573526,1.5849602097021025,Expansion
2015-08-31,572.4403678238004,64.26674050388937,30.92857964268206,79.6599551132646,31.275083524412775,107.73155301186006,1.5357015485965047,Expansion
2015-09-30,582.566924388329,80.20147013959892,39.90350316835293,99.99336081527824,40.38054399557605,107.92811701781586,1.4307090404739347,Expansion
2015-10-31,583.2677246286277,70.22900069149327,36.807359416805475,91.6342890867124,35.52436719261691,108.03615614165473,1.589959987543325,Expansion
2015-11-30,588.0832397533028,70.62570593804811,41.96401719686731,99.92870889493257,41.470260613705996,108.17069552286218,1.530729952087661,Expansion
2015-12-31,591.5562089402354,70.89024472438822,30.846884394662688,84.90012047995548,30.418769233696775,108.33725869443235,1.581286211883896,Expansion
2016-01-31,608.8512243543335,73.85448596559144,42.905687723849,99.76042035645094,43.75590946596249,108.53603595078847,1.5629628841923613,Expansion
2016-02-29,616.3860782674525,73.38888774439853,36.144677602802474,92.10495467904548,35.79541989848405,108.6620772388962,1.4171004989077929,Expansion
2016-03-31,617.6761317844653,71.82648778661488,35.96861210904535,91.52970552870028,38.045360092606195,108.802794290063,1.443981895980303,Expansion
2016-04-30,614.8510879558133,71.59469478973604,39.02131560155737,95.64361174273566,39.45135724874844,108.8974775413627,1.5747293605123263,Expansion
2016-05-31,608.7737615201274,72.92183830155129,36.53476937693468,86.1855061721775,36.7735585359612,108.98766721015868,1.5610370265433464,Expansion
2016-06-30,611.6957665539037,71.22979290193338,36.89161625997367,93.52425137903768,36.695266410888685,109.17829350127839,1.4979098406035851,Expansion
2016-07-31,609.8051068267679,70.32522968850348,36.3863746562846,91.32394293778182,36.34915241977476,109.39610550270693,1.5117327383308783,Expansion
2016-08-31,604.620638531819,72.98019753458587,39.82922113472787,95.93490511863476,39.881167020535166,109.54250499662791,1.6277664895788424,Expansion
2016-09-30,603.2876857881591,71.37461342489567,38.70913026976819,93.10962528834258,38.6284136896596,109.74268164152251,1.440842861116417,Expansion
2016-10-31,599.795904869461,77.99148053866607,45.24658293188476,112.72328137813143,43.24838224735265,109.9107634427749,1.5547097381170039,Expansion
2016-11-30,610.172741038689,62.61684969107063,33.348819263630055,78.79040978556273,33.69530773952805,110.02850745504463,1.4797807347566105,Expansion
2016-12-31,616.4969049332985,78.34565599968566,40.05988992758921,95.15967426967475,37.163634549395525,110.19657723532005,1.478231879677278,Expansion
2017-01-31,618.3435908125538,79.18557166749696,42.3554408131408,95.44672850894837,42.21585118498563,110.42347906364334,1.609877685198719,Expansion
2017-02-28,627.6692071579816,67.02674392932519,35.693918119220506,83.69388121436367,34.654012192094974,110.57168776168784,1.582541634898803,Expansion
2017-03-31,629.9419326048244,74.22228153625753,37.38473131909251,90.39795877241842,36.33131575591885,110.79991994447855,1.5813509636000638,Expansion
2017-04-30,627.6260052257853,73.82935716311107,39.13784461851095,100.96345634975638,41.05187597237773,110.81893268927406,1.630547880715433,Expansion
2017-05-31,637.1460780495242,70.82748258707161,39.358838428477604,99.35050807501074,39.57627130165733,111.01002781449283,1.5021003841632758,Expansion
2017-06-30,641.7634520912416,73.90034750058548,37.93048335661295,90.47586973808862,38.426165244585555,111.16438016790474,1.5681952971294963,Expansion
2017-07-31,638.509696503371,72.1788601985412,35.17472851425349,87.18472675991583,35.53968951671971,111.29942980038145,1.4689733243406544,Expansion
2017-08-31,639.4807090935395,83.74676686491924,47.436935251771615,106.57526020323766,47.37931645473803,111.45401783920822,1.5324166352488442,Expansion
2017-09-30,637.0773070494807,80.19199041852754,39.15365895456662,96.87865215284171,40.20431335057423,111.50463939347817,1.4869856945632316,Expansion
2017-10-31,632.093800191855,80.93747640299924,44.10507878972889,104.7350673095323,45.29210909528927,111.64365579908629,1.5096995964992719,Expansion
2017-11-30,638.6407601152255,79.52357947,41.57390748210149,100.7411175951078,40.43090256937101,111.81151142766187,1.5595157025436914,Expansion
2017-12-31,650.0758959664576,73.492900431106,37.02623736105123,84.3984357411226,35.87989196803254,112.03540612989894,1.4181779316766527,Expansion
2018-01-31,645.0210148528187,75.30444071721915,42.44105970055787,104.58947192519952,41.68678385053851,112.15949261898527,1.7092387275685461,Expansion
2018-02-28,649.7810733763439,79.93122705007293,44.154320542272444,110.70649308864607,44.48308295257593,112.2690679388406,1.3993982618500298,Expansion
2018-03-31,648.4654044568243,72.92733729925114,36.34295649343848,89.25060515634482,36.764877247673766,112.39398008666139,1.3785811387212268,Expansion
2018-04-30,647.9318924850583,80.60382081889654,42.538467121829555,98.27761145928064,42.99200142334354,112.58975019254649,1.6158110873500067,Expansion
2018-05-31,646.8867040861224,76.66510289770216,38.863804826239345,98.38029524205159,39.827891994527704,112.75618774802948,1.5791662693962936,Expansion
2018-06-30,644.5049942428176,75.84131607893973,41.51816370539404,97.84805681886188,40.290555890257046,112.87969973784112,1.5624119817052156,Expansion
2018-07-31,646.6597706967138,80.44301235641962,42.952511336682356,104.3942779924566,43.65368407899325,113.0553631094968,1.562834550926428,Expansion
2018-08-31,644.4275931759249,79.10836442705515,43.87270965714132,111.16959165965325,45.24841647045294,113.2102169869642,1.4987753227153084,Expansion
2018-09-30,647.6806611800608,76.27781467833098,37.78634135128163,95.21613131336669,37.91191780475317,113.40864923649085,1.4102745628514168,Expansion
2018-10-31,649.3720219601621,82.56196184867645,38.76272770401055,97.77217838144573,38.77830675159202,113.52354658179698,1.5075804558193726,Expansion
2018-11-30,650.110473279495,73.68900348313981,31.972685072230657,85.41308811505264,30.53263418963636,113.65716347446708,1.432283828848789,Expansion
2018-12-31,647.5074576731153,80.16463734855088,41.50063297000969,95.77905710889937,40.65367162169136,113.78755806681048,1.597511973341775,Expansion
2019-01-31,646.5851888939769,79.96262769915077,37.92276164585058,99.76386586190799,35.769371532246865,113.86438231940387,1.4852942618497862,Expansion
2019-02-28,652.2797420161791,77.03538328468552,41.843168690937894,107.80273046579225,40.5200788975304,114.0291883332571,1.417450280320749,Expansion
2019-03-31,656.7028015724965,80.10886827766805,42.085310513653155,97.00320048345102,43.09512760299579,114.19224109686608,1.4678614158347008,Expansion
2019-04-30,653.7398975120876,73.4443333959093,36.53852375194163,94.7870611057427,38.790959557285944,114.3424967696982,1.5412931454275625,Expansion
2019-05-31,656.1674237175681,82.43619892293577,42.8985955925829,102.33766154649926,42.57376420907428,114.48076741302944,1.4436275447196025,Expansion
2019-06-30,661.8847436029783,78.68656068658544,37.327956701162435,105.81692032727395,39.61889927375318,114.55999887592692,1.417777960443357,Expansion
2019-07-31,655.4732333304406,76.56589591757673,41.9118512556002,111.72749047281846,40.266452508643304,114.68896660978865,1.5243687211491912,Expansion
2019-08-31,660.1236021552535,83.41086916197797,42.1354034738017,100.22565652445604,44.575155880140976,114.8218308839623,1.5244966571108722,Expansion
2019-09-30,658.7555402922548,76.23329007289952,40.087207004137106,93.29665341779018,40.651116124189464,114.93171702050122,1.449305682462887,Expansion
2019-10-31,663.5375657780122,73.99066270790723,41.29175987145924,100.25562797032167,42.14517543023955,115.07365273491793,1.4528961694381677,Expansion
2019-11-30,661.6361687238792,73.16982355276988,40.42232617578464,97.26117249052776,40.703517599754015,115.24385527775866,1.5232049937357637,Expansion
2019-12-31,654.4896035730263,80.96279223414572,45.02561668332853,112.04303618856193,44.963023555429004,115.48816457281919,1.3551915658502676,Expansion
2020-01-31,648.2725269382897,72.67098582260962,36.96189279609281,96.1745549345654,36.68121771922604,115.64689346346078,1.3592536225623444,Expansion
2020-02-29,650.4315129118286,85.0709582773569,37.78016866466305,102.91520573263453,37.681829037868305,115.80977098299692,1.4281555778747563,Expansion
2020-03-31,653.6569865683301,70.11112075666472,35.48483768202559,93.65504974081857,34.38124836480982,115.95604868720862,1.4786552848288153,Expansion
2020-04-30,651.1083727231905,84.91883019994302,44.98820897568314,111.57105168344046,46.38021126202774,116.01011012644366,1.5310907565598004,Expansion
2020-05-31,656.2269978639637,79.59130961248611,43.64231429187275,104.51420269967029,42.07181368824958,116.1587844326712,1.6475356216949553,Expansion
2020-06-30,649.8428917973704,77.59429456820287,38.27591922879799,100.63793875484666,39.21669041678621,116.31179594316825,1.585765962320202,Expansion
2020-07-31,651.3759117513217,75.98543306292281,38.989217693106475,102.38548120045773,38.76458454310945,116.58495804879252,1.4840061470036572,Expansion
2020-08-31,647.250639776629,79.26662123060376,43.61306210736023,106.2823947732778,42.644717652496595,116.72534000055346,1.498098379209731,Expansion
2020-09-30,645.9089205540598,77.35853165678778,42.471345253497105,105.65148560301294,41.137319758578904,116.89041736767014,1.399747063536219,Expansion
2020-10-31,648.0717817048845,82.18182133265222,41.226896975373606,106.07408065819007,41.546678909516146,117.03868177918487,1.498148686400761,Expansion
2020-11-30,645.7239318294053,77.9437824141768,35.59044210584693,96.94107393227567,36.03091684380733,117.13024787730389,1.4711341361079862,Expansion
2020-12-31,565.6975835378933,68.4849170703947,35.70680407774449,89.36519918899464,36.25929403216164,117.33738901802964,1.5322718560338089,Expansion
2021-01-31,572.3538542806967,67.22801366482818,0.11195706703233071,94.46706746387832,1.4760974970061749,118.087775624567,6.233327655621653,Preservation
2021-02-28,571.0902917383767,66.1380309730946,0.06261225132395364,81.23641694717118,-0.3667932898012993,118.84598201397561,5.73963485575362,Preservation
2021-03-31,577.0596910441818,67.0843100473415,0.06114875151614189,89.29634990057892,0.6044467805525298,119.26410452301667,5.396126624375373,Preservation
2021-04-30,572.9708773398002,56.02314778614146,0.024430035162852165,73.6631149121773,0.06502172636673455,120.14466338520388,5.1678562357359805,Preservation
2021-05-31,577.4600833356558,57.04074820504576,0.0,77.21321714265467,-0.6629009175509482,120.46429317264543,5.6849128967828495,Preservation
2021-06-30,586.3092407295652,64.26028680839545,0.0,91.93099798403924,1.7495767431869393,121.18166459140548,5.501975563573356,Preservation
2021-07-31,575.4319726663477,57.84693119568394,0.0,78.99352560380336,-0.6929051977959073,122.21975571656748,5.6740781010390435,Preservation
2021-08-31,573.2465500215085,55.05851787567381,0.0,75.3371371646107,0.8949243769444413,122.62164845154133,5.664380535553105,Preservation
2021-09-30,577.8885404303714,54.913586178638596,0.0,66.75444933275908,1.2477420726737338,123.10838890562079,5.479410566281118,Preservation
2021-10-31,578.5633483636477,54.500869798911964,0.0,78.97839119507529,0.27899416222380197,123.72831917863832,5.2557294944343615,Preservation
2021-11-30,582.1694252959159,49.829132174440645,0.0,73.7020372612871,2.1451491277733883,124.22762404781507,4.968244854208693,Preservation
2021-12-31,581.0045657054434,47.928857986017036,0.0,80.90838632584979,0.3098207102270275,124.51749136160184,5.368496531805788,Preservation
2022-01-31,583.1306583453273,50.2228650206051,0.31688844046604925,68.3761956108871,0.7306875379175475,125.13120395656304,5.806719467421587,Preservation
2022-02-28,584.1585025397395,44.48121469751814,0.0,65.79611666350178,-0.12982069973342616,125.51874321381781,5.709342484018566,Preservation
2022-03-31,591.650053604975,48.59320444508239,0.0219057359895548,70.08950654734693,-0.1250962656389338,126.21346169994484,5.222205448994925,Preservation
2022-04-30,594.7141002449044,39.15570945195374,0.48193955839745484,68.62042913053459,2.6924625599888063,126.62957685309809,5.76727252350651,Preservation
2022-05-31,597.9471201147787,47.611929562919435,0.0,67.04015636859774,-1.3698029795790778,127.53956373410159,5.538860457629846,Preservation
2022-06-30,597.6660606134,44.04037810522247,0.0,65.71450725984451,2.5797093376543185,127.98291307563434,5.322074832811728,Preservation
2022-07-31,596.960235644658,41.525706503659535,0.0,65.17308556195877,1.6391168054440675,128.5185007723932,5.564451732357494,Preservation
2022-08-31,596.416092983823,42.120990356257636,0.8388504070382203,63.24064509519579,0.28526216533022575,129.28120421586712,5.736442908855567,Preservation
2022-09-30,600.2114401273578,44.0332956429844,0.2844915395926377,61.35469395568123,1.9128881627211758,129.63503135258034,5.076279082115298,Preservation
2022-10-31,599.7837717297961,39.4664718065827,0.0,60.63101176397255,-0.20358036010236177,130.28052333950117,5.5233640238864075,Preservation
2022-11-30,602.8019317388499,25.627321531945128,0.0,52.06911203110376,-1.0147567306928669,131.14195189035766,5.608296093366068,Preservation
2022-12-31,615.0396840555333,27.68581891767804,0.0,41.52672712121168,-1.2239402667622565,131.42045524344542,5.6125258005216025,Preservation
2023-01-31,621.0768441868385,28.648951733654137,0.017041734129613035,49.44676977853539,-0.7529314969290287,132.0573820151519,5.763565113442395,Preservation
2023-02-28,621.1207382465744,29.230010811000597,0.11689295589537385,45.029285921365556,-1.4390026903082536,132.70935857400158,5.010785923457503,Preservation
2023-03-31,628.7486255702164,29.176154301932907,0.16544011610722853,56.346434075481966,0.9989690777161532,133.46572314835706,5.233691866673084,Preservation
2023-04-30,628.5319437761965,23.08506896178414,0.0,33.945947533081494,0.37405656984757213,133.81833300618143,5.688686177740314,Preservation
2023-05-31,620.1733667616156,25.347899330453416,0.6138344962366461,41.99436824682388,-0.5958065224545593,134.15424168356458,5.8417528691952505,Preservation
2023-06-30,616.7807410504669,19.27245725821157,0.8362861934188517,41.5357285085987,1.2553052027848968,134.85862999668797,5.749556689710419,Preservation
2023-07-31,609.0970829780142,17.56200261276453,0.0,46.95514678817057,-0.05576907765770601,135.51802693133462,6.598129081630176,Preservation
2023-08-31,609.0144662727731,12.39911841400614,0.2791634562608612,32.004616847568215,0.3551688476732727,136.16812550140378,5.581425686073114,Preservation
2023-09-30,610.7719133477711,12.340930600091577,0.2693779962231846,29.009733439932383,-0.6512955968561817,136.83741514330316,5.88986160920483,Preservation
2023-10-31,620.9221023813054,9.453061991614835,0.084680412018039,40.74000440825837,-1.329034084886941,137.30141019898747,5.654177208345897,Preservation
2023-11-30,624.2335138804101,9.017874446584994,0.0,20.32979104408753,-0.9039076414647897,137.94786093841967,5.878563251977174,Preservation
2023-12-31,624.808703989036,15.090300490632123,0.0,21.89746475091163,1.2360931752104374,138.6064754330794,5.523363238680025,Preservation
2024-01-31,630.7271670367561,5.7395368266299105,0.5456550602971345,28.379623526949903,1.1547931812043115,139.0636051494741,5.6807732009375105,Preservation
2024-02-29,621.1849130406022,16.89982791072162,0.0,33.88750256460595,-0.3164084496948019,140.03676005170306,5.096838982729641,Preservation
2024-03-31,624.0156025390538,6.204874252849167,0.6065488499895917,20.077477350064886,0.7482657636294965,140.73152663588542,5.564341655394538,Preservation
2024-04-30,629.6890588582089,3.8705038424744367,1.0,28.120642526270558,1.393317839394372,141.09326593644488,5.342936951126007,Preservation
2024-05-31,623.9304722684464,-2.6123418437067647,0.0960245582450158,18.850462438920427,-0.2130919059574856,141.82457665817165,5.648343873013243,Preservation
2024-06-30,631.4467106515037,2.3533395281648817,0.06677045239114116,18.96886774374451,-0.08569938398940274,142.2296403241262,6.034954804122616,Preservation
2024-07-31,634.7604842286015,-5.156693488773007,0.3540543383442952,7.161480119201627,1.3107566551388792,142.98705724487468,4.879882939927098,Preservation
2024-08-31,634.2681851011968,-5.00155421792254,0.0,20.233189751758328,-1.331232953557778,143.81877636067617,5.706402427084172,Preservation
2024-09-30,639.2141626635633,3.314886495512292,0.0,27.216093563264256,0.5079913269125437,144.25463989700583,5.020883298019578,Preservation
2024-10-31,652.1712893396609,-10.034873051148256,0.0,9.370071766175446,-2.152890592952483,145.04731512285468,5.3134138931152455,Preservation
2024-11-30,654.7393425222598,-7.32602336151993,0.19428930226548205,23.753798614766065,2.6872888196982725,145.729871308242,5.888970172324959,Preservation
2024-12-31,657.598239437762,-17.301264279983855,0.0,-3.7217728779407704,0.8384907744516419,146.49428334024088,5.412521962790379,Preservation
2025-01-31,656.8117556417953,-17.827455502843648,0.040914679273782506,-6.98060652839208,-0.05797497391736016,147.47364193677168,5.1624386181190784,Preservation
2025-02-28,654.2870726060717,-12.338617917504674,0.4595382414938843,3.5099336632078595,0.16926369730523294,148.02456431357112,5.2974384503932,Preservation
2025-03-31,660.2141253052287,-23.58864210176875,0.13369615703595147,-3.8621581999017387,0.4553939632319651,148.47381708069963,5.755323208086278,Preservation
2025-04-30,657.7226576186468,-15.139540737176798,0.0,6.320495958759353,0.9920423495365228,148.89591419477452,5.352051498293748,Preservation
2025-05-31,659.8620698332404,-21.07241824769251,0.0,-2.51983459483049,-0.7557451594928447,149.33275213778143,5.452473367690805,Preservation
2025-06-30,659.1814927703563,-28.05535972731568,0.26825492178520177,-5.943027348229898,-0.6302130600058355,149.9173317958986,5.360260134897581,Preservation
2025-07-31,663.2422767016066,-25.65082558954682,0.014090578684564124,-13.160062134689484,0.00497158204036058,150.58556219086194,5.432287577908106,Preservation
2025-08-31,666.5829181481083,-26.616365152182894,0.542947782915789,2.0462224722566624,1.0176460157957419,151.24090035072794,6.176414627995557,Preservation
2025-09-30,673.3878995444942,-30.90795620846293,0.0,-11.400863278818344,0.8177662992002871,152.00633700053515,5.615327053039748,Preservation
2025-10-31,672.5365173610327,-41.660226303853925,0.6951037745086567,-14.95645131432516,1.2529140808605188,152.60893737891072,5.04757242155497,Preservation
2025-11-30,672.7417892768501,-41.29475310641349,0.0051763099216903035,-19.238401028147262,-1.3066599224284692,153.49964419434218,5.567503757860114,Preservation
2025-12-31,669.5744363812623,-41.027067729721345,0.0,-18.28654841479864,-0.30522470435466764,154.0467128276946,5.419393778975866,Preservation
